User_id,Country,Balance,Iban
1047,SOM,5792.0,IBAN6012477889
1048,TKL,2013.0,IBAN3886690872
1049,SEN,6442.0,IBAN5275626327
1050,CHL,6741.0,IBAN9821741615
1051,PER,1992.0,IBAN5504275422
1052,MMR,2973.0,IBAN6783292203
1053,GRL,6752.0,IBAN9865316899
1054,BRA,5593.0,IBAN2755123918
1055,TLS,2310.0,IBAN6478654020
1056,GTM,8027.0,IBAN2211348812
1057,GHA,9463.0,IBAN2638730769
1058,BFA,4979.0,IBAN9512283504
1059,VGB,7954.0,IBAN2627185042
1060,VNM,8256.0,IBAN1148844559
1061,KHM,5458.0,IBAN9116032303
1062,ASM,2438.0,IBAN5611247344
1063,DEU,9718.0,IBAN3501593937
1064,FRO,6404.0,IBAN6208046685
1065,EST,8213.0,IBAN6932866907
1066,PAN,9708.0,IBAN1127620949
1067,GIB,510.0,IBAN9906135851
1068,JAM,4122.0,IBAN8283010326
1069,ESH,4380.0,IBAN1323084348
1070,PRT,4002.0,IBAN1253179800
1071,UMI,3709.0,IBAN6320648637
1072,NIU,5537.0,IBAN1102052600
1073,BGR,9161.0,IBAN7543449135
1074,AIA,954.0,IBAN5754021591
1075,REU,536.0,IBAN5906879266
1076,TCD,8641.0,IBAN5095732235
1077,NZL,4799.0,IBAN9745391507
1078,RWA,7324.0,IBAN9893019698
1079,GUY,8422.0,IBAN5396172253
1080,PRY,7358.0,IBAN4787978425
1081,MTQ,8297.0,IBAN9211441055
1082,GGY,5157.0,IBAN1956590784
1083,MYS,7714.0,IBAN1372234725
1084,IRN,5962.0,IBAN9957935017
1085,AND,5905.0,IBAN2641930580
1086,MLT,8107.0,IBAN4247872680
1087,PAK,2021.0,IBAN6002882596
1088,NRU,1014.0,IBAN1559213890
1089,SYR,5654.0,IBAN2630386737
1090,LBN,8225.0,IBAN8274658308
1091,NCL,6394.0,IBAN3352936805
1092,KWT,7915.0,IBAN8929530049
1093,PHL,2259.0,IBAN2829765756
1094,GUM,8445.0,IBAN3237659975
1095,TJK,5043.0,IBAN1029211329
1096,SSD,5221.0,IBAN5057570016
1097,TZA,1872.0,IBAN9072929868
1098,ALA,9916.0,IBAN1643004768
1099,COG,4767.0,IBAN8000163139
1100,KNA,4286.0,IBAN1308687826
1101,KAZ,2385.0,IBAN5170777983
1102,BWA,1209.0,IBAN9799719801
1103,TWN,9358.0,IBAN6797127411
1104,CIV,7424.0,IBAN4401424032
1105,CHE,6786.0,IBAN5860283983
1106,FRA,7057.0,IBAN8151596622
1107,LCA,2136.0,IBAN4348087012
1108,GRD,2978.0,IBAN9537411705
1109,AZE,531.0,IBAN3808646289
1110,TUR,8641.0,IBAN8403961355
1111,CAN,4438.0,IBAN4589740795
1112,ARM,811.0,IBAN8003967519
1113,ESP,9759.0,IBAN1551326557
1114,MDV,784.0,IBAN1853757440
1115,DZA,4526.0,IBAN4609189353
1116,MCO,5707.0,IBAN1557536001
1117,COD,9254.0,IBAN8450872537
1118,BES,9594.0,IBAN5349433358
1119,GBR,646.0,IBAN2583478267
1120,NOR,8273.0,IBAN6024656005
1121,PRK,1077.0,IBAN9360897534
1122,PSE,1015.0,IBAN4837300714
1123,OMN,951.0,IBAN8332373111
1124,HTI,3489.0,IBAN6036020874
1125,ALB,1596.0,IBAN6852747887
1126,NER,9549.0,IBAN5213404223
1127,SVN,1395.0,IBAN3179501485
1128,BLZ,5426.0,IBAN4921090974
1129,ROU,8897.0,IBAN1792393010
1130,CYM,6624.0,IBAN5065689541
1131,CYP,2176.0,IBAN3488433389
1132,BGD,798.0,IBAN4581116625
1133,COK,5040.0,IBAN9541967518
1134,SDN,6445.0,IBAN4867395148
1135,SAU,463.0,IBAN8576475137
1136,KEN,2489.0,IBAN8716475494
1137,ZAF,3242.0,IBAN8197534451
1138,HMD,646.0,IBAN5839479399
1139,IND,2817.0,IBAN9926073879
1140,BLR,8231.0,IBAN7180557473
1141,GLP,2312.0,IBAN8382711106
1142,BEL,4507.0,IBAN8120859085
1143,MLI,102.0,IBAN6265187470
1144,GUF,8249.0,IBAN5492330255
1145,ITA,6898.0,IBAN8665102808
1146,FIN,933.0,IBAN2425903018
1147,HND,1584.0,IBAN4366828406
1148,CUB,6856.0,IBAN8151795562
1149,COM,8270.0,IBAN3816233289
1150,AUS,8760.0,IBAN2588143355
1151,RUS,9233.0,IBAN1632216787
1152,ISR,8968.0,IBAN4592469675
1153,BRN,604.0,IBAN8754758801
1154,PNG,765.0,IBAN8574231146
1155,YEM,1097.0,IBAN8856295692
1156,BLM,5562.0,IBAN4137907788
1157,VEN,6086.0,IBAN1964738612
1158,FJI,777.0,IBAN9399204322
1159,DNK,5502.0,IBAN1487313140
1160,AUT,4207.0,IBAN2841035988
1161,IDN,8626.0,IBAN2061331290
1162,HRV,7137.0,IBAN7276405636
1163,PYF,2878.0,IBAN3409378779
1164,BRB,6255.0,IBAN4254383973
1165,MYT,5818.0,IBAN8093625597
1166,GNQ,2683.0,IBAN6085324800
1167,CPV,4356.0,IBAN6803549013
1168,MAR,3987.0,IBAN7043608056
1169,STP,8912.0,IBAN6090848504
1170,MWI,6803.0,IBAN3526202634
1171,SRB,2406.0,IBAN9915408939
1172,WSM,3354.0,IBAN1490263071
1173,LVA,7439.0,IBAN6686309293
1174,ZMB,926.0,IBAN6984633826
1175,HUN,2748.0,IBAN5740929576
1176,BEN,8944.0,IBAN5449115972
1177,CUW,7559.0,IBAN3923002987
1178,MSR,7569.0,IBAN1605176595
1179,BIH,3179.0,IBAN1121933114
1180,SGP,7374.0,IBAN1001403610
1181,LIE,5480.0,IBAN6741526981
1182,IRQ,7646.0,IBAN6806572401
1183,SPM,3057.0,IBAN5274836527
1184,BVT,6698.0,IBAN9926129646
1185,SUR,9500.0,IBAN4735305376
1186,LBR,3578.0,IBAN2504746676
1187,CMR,8958.0,IBAN6806277586
1188,ABW,4215.0,IBAN7562284723
1189,MNG,6330.0,IBAN8508605108
1190,JEY,4336.0,IBAN8828139990
1191,VUT,2262.0,IBAN9465768718
1192,HKG,493.0,IBAN4252526333
1193,BMU,6043.0,IBAN3388592175
1194,MHL,5922.0,IBAN8588502354
1195,UKR,9828.0,IBAN7884745370
1196,LUX,5168.0,IBAN1073726846
1197,COL,3005.0,IBAN6689797610
1198,ARE,2364.0,IBAN9368409785
1199,SLE,3731.0,IBAN9172191395
1200,USA,2916.0,IBAN5695609036
1201,UGA,5221.0,IBAN2136235058
1202,GNB,994.0,IBAN9975132343
1203,TON,9156.0,IBAN7447544949
1204,LSO,3679.0,IBAN9230233309
1205,POL,8058.0,IBAN5557646413
1206,AGO,3647.0,IBAN3260033891
1207,CXR,6270.0,IBAN7583020043
1208,MNE,8230.0,IBAN3556296983
1209,ATA,6213.0,IBAN8789270319
1210,DJI,792.0,IBAN4734692197
1211,CHN,3407.0,IBAN1187794396
1212,UZB,5845.0,IBAN8089453332
1213,MUS,8819.0,IBAN7907019165
1214,JPN,9576.0,IBAN6601026271
1215,ZWE,936.0,IBAN2225126314
1216,NPL,7449.0,IBAN2652659908
1217,SVK,7625.0,IBAN4486719369
1218,MKD,4400.0,IBAN4473504489
1219,MDG,3226.0,IBAN3219274342
1220,NGA,9352.0,IBAN6040256832
1221,GMB,987.0,IBAN8590578410
1222,PCN,1370.0,IBAN3837396368
1223,SWZ,589.0,IBAN4540474863
1224,SYC,4384.0,IBAN4756890709
1225,NLD,8492.0,IBAN2732595731
1226,ARG,9897.0,IBAN8502301743
1227,NAM,4930.0,IBAN1751247835
1228,KOR,1498.0,IBAN3416479358
1229,TKM,6549.0,IBAN5766917231
1230,MOZ,1951.0,IBAN2066615811
1231,WLF,266.0,IBAN1234584792
1232,ECU,666.0,IBAN4178079816
1233,SWZ,2676.0,IBAN4866215152
1234,NPL,9026.0,IBAN4637867716
1235,LTU,8148.0,IBAN5873324008
1236,VIR,7409.0,IBAN4080447666
1237,SYC,533.0,IBAN9388534748
1238,LVA,5266.0,IBAN3697571217
1239,PRI,3868.0,IBAN4337444360
1240,CPV,9701.0,IBAN8452663358
1241,SUR,4688.0,IBAN5929405573
1242,LKA,5418.0,IBAN6530359092
1243,SVN,6005.0,IBAN3323472823
1244,CYP,4111.0,IBAN7539373924
1245,VCT,8620.0,IBAN8696903307
1246,MUS,2474.0,IBAN6472389102
1247,HKG,9202.0,IBAN4216790123
1248,KHM,8557.0,IBAN7741475540
1249,DNK,1048.0,IBAN2401936001
1250,OMN,1744.0,IBAN2836769611
1251,NIU,6035.0,IBAN7279270249
1252,FJI,9946.0,IBAN5292287380
1253,SYR,8072.0,IBAN1563247110
1254,MYS,235.0,IBAN1823781603
1255,SMR,6750.0,IBAN4515070160
1256,SRB,5635.0,IBAN9811590029
1257,EST,4396.0,IBAN3617269190
1258,TCD,8718.0,IBAN6730547456
1259,USA,2653.0,IBAN2894401570
1260,NZL,2275.0,IBAN3205899660
1261,TKM,6128.0,IBAN1040951634
1262,CUW,2868.0,IBAN2988845794
1263,LBR,7062.0,IBAN1567212430
1264,ZMB,5123.0,IBAN1270014036
1265,GNQ,9157.0,IBAN2544212650
1266,BGR,3457.0,IBAN7720908388
1267,LUX,6859.0,IBAN7171597879
1268,IND,8858.0,IBAN7678577957
1269,UGA,6465.0,IBAN8022284992
1270,REU,9565.0,IBAN4380935397
1271,BMU,864.0,IBAN5226948240
1272,SLE,2751.0,IBAN3381487820
1273,AUT,1334.0,IBAN4418695890
1274,AND,7862.0,IBAN5622735971
1275,DEU,523.0,IBAN3371132285
1276,PRY,1382.0,IBAN7689175991
1277,NCL,7011.0,IBAN1671408478
1278,PAK,8787.0,IBAN8606441887
1279,FRO,4367.0,IBAN9413268454
1280,BWA,2557.0,IBAN3405562768
1281,SGP,9187.0,IBAN2417105611
1282,HMD,3123.0,IBAN6904865046
1283,CHN,2542.0,IBAN7655262112
1284,VNM,2446.0,IBAN5258485446
1285,ASM,2250.0,IBAN1710019988
1286,ARG,908.0,IBAN8824782593
1287,BEL,6069.0,IBAN1559159055
1288,IRL,757.0,IBAN7625209944
1289,SPM,9834.0,IBAN3812217936
1290,NIC,113.0,IBAN8729030491
1291,BRA,3086.0,IBAN9458952764
1292,MOZ,7943.0,IBAN9180617982
1293,BIH,9713.0,IBAN8946466464
1294,GIB,999.0,IBAN4107942333
1295,FIN,3798.0,IBAN6680197517
1296,ZAF,1959.0,IBAN1833374559
1297,BHR,7816.0,IBAN9562563321
1298,IRN,9811.0,IBAN1590696551
1299,DZA,5668.0,IBAN7971759074
1300,SWE,6301.0,IBAN8973237092
1301,GUM,6020.0,IBAN9294493075
1302,CAF,5661.0,IBAN9210885008
1303,ROU,1214.0,IBAN3340309537
1304,BLZ,8338.0,IBAN7773866347
1305,AIA,6001.0,IBAN9155409891
1306,HRV,4102.0,IBAN9398543861
1307,CHE,5180.0,IBAN7270601894
1308,LBY,7363.0,IBAN4215505471
1309,IRQ,4586.0,IBAN7417419849
1310,BRN,2354.0,IBAN6077121934
1311,GRC,5496.0,IBAN7873598138
1312,LSO,3271.0,IBAN1147654027
1313,PRK,4568.0,IBAN8240787635
1314,GNB,2124.0,IBAN1984411066
1315,BRB,1444.0,IBAN6173617535
1316,GMB,2219.0,IBAN7818005814
1317,ZWE,3872.0,IBAN7547870443
1318,ECU,7688.0,IBAN5829008628
1319,GRD,2347.0,IBAN8854988378
1320,COL,3880.0,IBAN6853789584
1321,ARM,3922.0,IBAN1545209924
1322,ATG,766.0,IBAN7500492339
1323,HTI,4941.0,IBAN2825003363
1324,ISR,413.0,IBAN6154545088
1325,BFA,6269.0,IBAN5927360149
1326,CMR,2643.0,IBAN5029687503
1327,MAC,6603.0,IBAN7255551948
1328,ABW,8399.0,IBAN8307185944
1329,PSE,463.0,IBAN4100593485
1330,GEO,7174.0,IBAN3870826955
1331,UKR,7738.0,IBAN6220381364
1332,GUF,3557.0,IBAN9122768471
1333,MMR,4205.0,IBAN3296060555
1334,KEN,594.0,IBAN3859689098
1335,JPN,1751.0,IBAN7560260861
1336,DOM,3037.0,IBAN7229006492
1337,HND,1966.0,IBAN5487272620
1338,TUR,1100.0,IBAN6309598413
1339,ISL,1943.0,IBAN1863682721
1340,UZB,2623.0,IBAN7859359846
1341,RWA,7027.0,IBAN6153389766
1342,NER,5268.0,IBAN1027984571
1343,VUT,1291.0,IBAN7603879404
1344,ARE,5779.0,IBAN1928922920
1345,TZA,2639.0,IBAN6724710631
1346,GUY,5916.0,IBAN3394706444
1347,PRT,9837.0,IBAN5381436060
1348,CHL,9508.0,IBAN9377239862
1349,CXR,1337.0,IBAN3004312371
1350,UMI,3621.0,IBAN6390708224
1351,CRI,2570.0,IBAN9003701354
1352,IDN,8069.0,IBAN2145981324
1353,GHA,3037.0,IBAN3696293188
1354,COM,9659.0,IBAN3139384431
1355,MSR,8974.0,IBAN1919385342
1356,TUV,4813.0,IBAN4554585468
1357,NRU,5637.0,IBAN7815507889
1358,MLI,7993.0,IBAN9555641853
1359,IMN,5279.0,IBAN9534993907
1360,NLD,6338.0,IBAN1620686523
1361,POL,5435.0,IBAN2440090395
1362,ALA,5675.0,IBAN4692577687
1363,GBR,8713.0,IBAN7169649067
1364,JAM,5376.0,IBAN7337717521
1365,LBN,3178.0,IBAN3067937497
1366,MDA,7953.0,IBAN4962747778
1367,CUB,2658.0,IBAN3920158952
1368,KIR,3704.0,IBAN5819971637
1369,EGY,6120.0,IBAN2782554249
1370,SDN,3040.0,IBAN6837300338
1371,TON,5219.0,IBAN7107442228
1372,TLS,7137.0,IBAN7819897738
1373,AFG,9085.0,IBAN5140031858
1374,KOR,7911.0,IBAN3904636944
1375,TTO,3888.0,IBAN4462270271
1376,MTQ,5145.0,IBAN8484518808
1377,KAZ,8731.0,IBAN7576057497
1378,MRT,2629.0,IBAN4600093619
1379,SEN,4274.0,IBAN7649769148
1380,NOR,9467.0,IBAN7159172320
1381,TWN,4011.0,IBAN8418374526
1382,SOM,2780.0,IBAN3106674382
1383,ESH,7922.0,IBAN9546015356
1384,GAB,8082.0,IBAN5540101626
1385,MLT,7068.0,IBAN9754894887
1386,RUS,6541.0,IBAN5089229279
1387,TGO,4540.0,IBAN5664280261
1388,BLM,7056.0,IBAN5913562595
1389,CAN,7905.0,IBAN4148627947
1390,KNA,6223.0,IBAN8880291112
1391,BLR,2003.0,IBAN2556780124
1392,BEN,526.0,IBAN6513858257
1393,DJI,1270.0,IBAN2871634274
1394,LIE,1177.0,IBAN3109989682
1395,QAT,6567.0,IBAN3416042611
1396,BES,4591.0,IBAN2651297326
1397,TCA,7183.0,IBAN9223593717
1398,BTN,4544.0,IBAN9538600040
1399,PCN,8004.0,IBAN3765726029
1400,PAN,5246.0,IBAN9339900795
1401,MNE,8657.0,IBAN9562813730
1402,SSD,8846.0,IBAN6805185761
1403,KWT,345.0,IBAN5245932070
1404,SVK,6569.0,IBAN2957995115
1405,GGY,7940.0,IBAN5377623148
1406,MNG,2128.0,IBAN3779175104
1407,HUN,4558.0,IBAN2738991330
1408,BVT,3777.0,IBAN8376945127
1409,BDI,2261.0,IBAN3308821647
1410,BGD,2131.0,IBAN4691609221
1411,MAR,3364.0,IBAN9343385462
1412,MHL,7683.0,IBAN1915463212
1413,CIV,5385.0,IBAN2607921160
1414,MCO,7893.0,IBAN6764122675
1415,MEX,3313.0,IBAN9425167504
1416,GTM,6323.0,IBAN4857808169
1417,VGB,7925.0,IBAN6095375915
1418,THA,2983.0,IBAN9372683006
1419,TUN,5015.0,IBAN2264541975
1420,ALB,3256.0,IBAN3908965209
1421,MYT,3517.0,IBAN3116015110
1422,ETH,2815.0,IBAN4418374969
1423,TKL,341.0,IBAN1744472401
1424,PHL,1109.0,IBAN1260666061
1425,CZE,6709.0,IBAN2592768904
1426,AUS,1800.0,IBAN6330392402
1427,BHS,9877.0,IBAN7911151456
1428,PNG,7056.0,IBAN5146420143
1429,SAU,1308.0,IBAN1887258723
1430,DMA,4920.0,IBAN3281939574
1431,AGO,5486.0,IBAN2032261498
1432,MDG,2612.0,IBAN6936071900
1433,STP,3015.0,IBAN3530470899
1434,FRA,8434.0,IBAN2829142624
1435,JEY,9227.0,IBAN7119830902
1436,COD,4063.0,IBAN2848378737
1437,PYF,7159.0,IBAN3118055875
1438,MDV,667.0,IBAN7080968396
1439,PER,7927.0,IBAN4025288846
1440,WSM,7578.0,IBAN8698463271
1441,CYM,4263.0,IBAN3033848295
1442,MWI,4978.0,IBAN4923924958
1443,YEM,408.0,IBAN4749329781
1444,NAM,5951.0,IBAN1946686602
1445,COG,8574.0,IBAN1733596819
1446,WLF,6908.0,IBAN9134495782
1447,SLV,2483.0,IBAN2845894371
1448,ESP,3850.0,IBAN8393892966
1449,MKD,563.0,IBAN8143842890
1450,KGZ,7714.0,IBAN2197216280
1451,JOR,3004.0,IBAN3118497786
1452,URY,5636.0,IBAN7645132474
1453,VEN,1415.0,IBAN5763912057
1454,AZE,3671.0,IBAN3566379113
1455,GLP,1554.0,IBAN6951768364
1456,LCA,9312.0,IBAN6282034623
1457,ATA,8197.0,IBAN4968900872
1458,COK,8588.0,IBAN2328375972
1459,ITA,9768.0,IBAN4674002575
1460,BOL,2196.0,IBAN5609489922
1461,GIN,5323.0,IBAN1236782368
1462,ERI,5241.0,IBAN5853202068
1463,GRL,4326.0,IBAN2227011252
1464,NGA,1706.0,IBAN8499416675
1465,TJK,8296.0,IBAN3785356494
1466,MSR,698.0,IBAN8349245791
1467,EGY,6884.0,IBAN4627978814
1468,IDN,2198.0,IBAN7580351250
1469,MAR,8979.0,IBAN7880437946
1470,AIA,1089.0,IBAN6526408778
1471,CAF,9913.0,IBAN6378668905
1472,JEY,5045.0,IBAN4743695048
1473,HTI,2067.0,IBAN2375810415
1474,PRT,1993.0,IBAN8883182745
1475,NOR,1397.0,IBAN1800338574
1476,SUR,3954.0,IBAN4093620171
1477,MNG,5676.0,IBAN9960890966
1478,NRU,3289.0,IBAN8708655714
1479,PAN,5666.0,IBAN9456719520
1480,MNE,4721.0,IBAN8024782027
1481,SWE,1635.0,IBAN4427975712
1482,HND,5266.0,IBAN6510689075
1483,VCT,1214.0,IBAN8072364104
1484,BMU,2108.0,IBAN1818329374
1485,SPM,8660.0,IBAN8712525267
1486,VUT,6821.0,IBAN8581277784
1487,UZB,4914.0,IBAN5794244861
1488,MKD,2647.0,IBAN2657243282
1489,KGZ,7772.0,IBAN6258969742
1490,ETH,8878.0,IBAN5882026619
1491,CHN,9206.0,IBAN8140188277
1492,IND,3571.0,IBAN4118548646
1493,AZE,9087.0,IBAN1321025891
1494,QAT,3586.0,IBAN6836612508
1495,TCA,9639.0,IBAN4755754016
1496,TUN,2034.0,IBAN5116980953
1497,ABW,9197.0,IBAN2974524394
1498,BES,7429.0,IBAN2563150566
1499,UGA,1468.0,IBAN8467935459
1500,JPN,8063.0,IBAN5329035877
1501,LKA,3518.0,IBAN3949709184
1502,CUB,7696.0,IBAN8633559721
1503,WSM,312.0,IBAN5295120710
1504,IRN,5520.0,IBAN9708742591
1505,TWN,2959.0,IBAN1780783799
1506,KIR,4183.0,IBAN9915991571
1507,CHE,4998.0,IBAN2254895131
1508,CYP,7183.0,IBAN6860105603
1509,BLZ,2371.0,IBAN7974772596
1510,VGB,5676.0,IBAN2234703937
1511,TJK,8749.0,IBAN1707781059
1512,ERI,5952.0,IBAN4526043667
1513,ITA,3298.0,IBAN9086567765
1514,FJI,2741.0,IBAN2919677710
1515,SWZ,2551.0,IBAN5714854716
1516,TKL,2105.0,IBAN1482378419
1517,NGA,942.0,IBAN6411957091
1518,FIN,9025.0,IBAN8641407683
1519,KEN,8348.0,IBAN4464928049
1520,MDV,1319.0,IBAN9732450104
1521,GUM,2257.0,IBAN5378564342
1522,AND,8464.0,IBAN4203897067
1523,HUN,4483.0,IBAN8393930763
1524,CAN,5493.0,IBAN9771400879
1525,CRI,1934.0,IBAN4065283745
1526,ATG,4118.0,IBAN8100720291
1527,LVA,1321.0,IBAN7162726172
1528,CMR,7237.0,IBAN2708568614
1529,MOZ,6541.0,IBAN2055246537
1530,TZA,768.0,IBAN8150190826
1531,MWI,6094.0,IBAN3373672204
1532,KHM,7333.0,IBAN8316631232
1533,LTU,9369.0,IBAN6696083601
1534,BWA,9449.0,IBAN4702320942
1535,GAB,1822.0,IBAN5431694571
1536,BEN,2733.0,IBAN4144902913
1537,MLT,3149.0,IBAN6242072458
1538,BRN,7346.0,IBAN1299554946
1539,HMD,3875.0,IBAN5259466980
1540,NIC,8740.0,IBAN5937841008
1541,PSE,656.0,IBAN9988202701
1542,GGY,8742.0,IBAN3325828768
1543,DZA,9625.0,IBAN2188614843
1544,LSO,3959.0,IBAN4580118557
1545,TCD,2770.0,IBAN9751510403
1546,DMA,6766.0,IBAN5582846900
1547,NPL,5522.0,IBAN6792900825
1548,GHA,9562.0,IBAN1978192913
1549,GRL,9432.0,IBAN6647662400
1550,LUX,9450.0,IBAN6619351395
1551,VNM,584.0,IBAN5730218446
1552,CUW,2092.0,IBAN7664696222
1553,VEN,1589.0,IBAN7007655525
1554,CZE,9886.0,IBAN7951216143
1555,YEM,4262.0,IBAN3838927882
1556,SLV,8091.0,IBAN3041318128
1557,GNQ,8683.0,IBAN6418692123
1558,GIN,4025.0,IBAN2606115151
1559,GEO,9148.0,IBAN1298401962
1560,KWT,9743.0,IBAN6582798492
1561,BFA,9885.0,IBAN3916254303
1562,ZMB,645.0,IBAN4816854920
1563,JAM,8121.0,IBAN2459574453
1564,GUY,5642.0,IBAN8867540124
1565,ALB,6944.0,IBAN8688732894
1566,KNA,7563.0,IBAN5565551492
1567,CYM,1952.0,IBAN1543130569
1568,LCA,908.0,IBAN5829505128
1569,IRQ,1035.0,IBAN2971271213
1570,KOR,9524.0,IBAN3432516774
1571,LBN,680.0,IBAN1041945845
1572,MYT,5874.0,IBAN4882412963
1573,PER,4918.0,IBAN3001641155
1574,NAM,1651.0,IBAN2729985127
1575,BRA,5962.0,IBAN5494043032
1576,GRC,9537.0,IBAN2468613703
1577,ZAF,7420.0,IBAN7200554531
1578,ATA,4244.0,IBAN2319573263
1579,IMN,2016.0,IBAN7778552110
1580,BHR,143.0,IBAN4887446095
1581,MUS,5199.0,IBAN6604266240
1582,PHL,1689.0,IBAN3124069859
1583,GBR,8268.0,IBAN1715755573
1584,ASM,9280.0,IBAN7813620114
1585,ROU,3369.0,IBAN4830985751
1586,GUF,5252.0,IBAN2502476132
1587,GIB,3092.0,IBAN8383762885
1588,TTO,5156.0,IBAN4247152270
1589,ISL,1110.0,IBAN6393273012
1590,NCL,6770.0,IBAN4411158227
1591,MEX,126.0,IBAN3798728242
1592,SYR,6463.0,IBAN1286193272
1593,CXR,7671.0,IBAN9979811372
1594,USA,8659.0,IBAN3388562765
1595,PCN,8530.0,IBAN4297132158
1596,PYF,9180.0,IBAN7920662939
1597,RUS,4588.0,IBAN2507251748
1598,AFG,9672.0,IBAN5970408974
1599,AUT,1660.0,IBAN2446518432
1600,UKR,9145.0,IBAN1353414541
1601,ESP,6123.0,IBAN2300350954
1602,TUV,7678.0,IBAN4813891353
1603,MYS,4265.0,IBAN6625648194
1604,UMI,412.0,IBAN6782883358
1605,PNG,1147.0,IBAN9118235087
1606,WLF,3534.0,IBAN3377304367
1607,MRT,6603.0,IBAN3849190753
1608,NZL,192.0,IBAN3516731743
1609,HKG,716.0,IBAN7593259173
1610,DEU,4735.0,IBAN2022798448
1611,COG,3978.0,IBAN6561636573
1612,PRI,4075.0,IBAN3133931144
1613,NIU,3850.0,IBAN3880072222
1614,SLE,7385.0,IBAN3773014270
1615,GTM,4616.0,IBAN2967295396
1616,RWA,548.0,IBAN2582368964
1617,TUR,5531.0,IBAN9938934707
1618,BGD,7577.0,IBAN6296387733
1619,PAK,7098.0,IBAN2159443035
1620,SAU,7901.0,IBAN3149503085
1621,VIR,4713.0,IBAN3533654741
1622,URY,6127.0,IBAN9011938833
1623,COD,4504.0,IBAN2362762951
1624,AGO,5657.0,IBAN7085447222
1625,ARM,2002.0,IBAN9628904312
1626,SGP,1712.0,IBAN1184177979
1627,SMR,4532.0,IBAN7450390238
1628,BTN,485.0,IBAN7955118721
1629,SVK,3975.0,IBAN2582367864
1630,SSD,1169.0,IBAN2964585311
1631,AUS,3153.0,IBAN2078187239
1632,FRO,744.0,IBAN5807436910
1633,BGR,9956.0,IBAN3381642307
1634,TLS,2557.0,IBAN6979331017
1635,ECU,3578.0,IBAN8852557201
1636,HRV,9529.0,IBAN8863367500
1637,ESH,9779.0,IBAN1869770815
1638,CHL,9538.0,IBAN8520318587
1639,GLP,4242.0,IBAN3730758980
1640,BVT,9976.0,IBAN3142338578
1641,DNK,1020.0,IBAN7690287033
1642,BDI,4037.0,IBAN3948766831
1643,ZWE,5551.0,IBAN9837392528
1644,GMB,4296.0,IBAN2831619407
1645,TON,7531.0,IBAN4452865945
1646,GRD,490.0,IBAN7063804449
1647,STP,6067.0,IBAN9813271592
1648,CPV,3111.0,IBAN1066533212
1649,SRB,1845.0,IBAN8736008133
1650,BRB,6568.0,IBAN3528603186
1651,COL,6643.0,IBAN7264734482
1652,BEL,5007.0,IBAN3923144610
1653,SYC,8826.0,IBAN8253367290
1654,ISR,6268.0,IBAN9105224109
1655,MDG,3878.0,IBAN6599260020
1656,POL,4708.0,IBAN5821941929
1657,COK,3107.0,IBAN5132798603
1658,EST,8063.0,IBAN1529746076
1659,GNB,6549.0,IBAN3598204023
1660,JOR,1569.0,IBAN7230884721
1661,ARE,2784.0,IBAN8719177293
1662,IRL,4620.0,IBAN9998563821
1663,OMN,6107.0,IBAN3624284861
1664,KAZ,6191.0,IBAN6104240688
1665,FRA,4518.0,IBAN1606564478
1666,SOM,7968.0,IBAN5021726885
1667,BLM,1423.0,IBAN5139475419
1668,LBY,5163.0,IBAN9372528004
